link	language	language_short
https://en.wikipedia.org/wiki/Egypt	4	4
https://en.wikipedia.org/wiki/Palestinian_territories	4	4
https://en.wikipedia.org/wiki/List_of_military_occupations	4	4
https://en.wikipedia.org/wiki/List_of_United_Nations_resolutions_concerning_Israel	4	4
https://en.wikipedia.org/wiki/Human_rights_violations_against_Palestinians_by_Israel	4	4
https://en.wikipedia.org/wiki/Timeline_of_the_Israeli%E2%80%93Palestinian_conflict	4	4
https://en.wikipedia.org/wiki/Israeli_government	4	4
https://en.wikipedia.org/wiki/Oslo_Accords	4	4
https://en.wikipedia.org/wiki/Two-state_solution	4	4
https://en.wikipedia.org/wiki/State_of_Palestine	4	4
https://en.wikipedia.org/wiki/Israeli_Jews	4	4
https://en.wikipedia.org/wiki/Palestinians	4	4
https://en.wikipedia.org/wiki/Quartet_on_the_Middle_East	4	4
https://en.wikipedia.org/wiki/United_Nations	4	4
https://en.wikipedia.org/wiki/United_States	4	4
https://en.wikipedia.org/wiki/Russia	4	4
https://en.wikipedia.org/wiki/European_Union	4	4
https://en.wikipedia.org/wiki/Arab_League	4	4
https://en.wikipedia.org/wiki/Arab_Peace_Initiative	4	4
https://en.wikipedia.org/wiki/Fatah%E2%80%93Hamas_reconciliation_process	4	4
https://en.wikipedia.org/wiki/2018%E2%80%932022_Israeli_political_crisis	4	4
https://en.wikipedia.org/wiki/2013%E2%80%932014_Israeli%E2%80%93Palestinian_peace_talks	4	4
https://en.wikipedia.org/wiki/2023_Israel%E2%80%93Hamas_war	4	4
https://en.wikipedia.org/wiki/History_of_the_Israeli%E2%80%93Palestinian_conflict	4	4
https://en.wikipedia.org/wiki/Military_operations_of_the_Israeli%E2%80%93Palestinian_conflict	4	4
https://en.wikipedia.org/wiki/Arab_Christian	4	4
https://en.wikipedia.org/wiki/Falastin_(newspaper)	4	4
https://en.wikipedia.org/wiki/Jewish_state	4	4
https://en.wikipedia.org/wiki/Antisemitism	4	4
https://en.wikipedia.org/wiki/First_Aliyah	4	4
https://en.wikipedia.org/wiki/Second_Aliyah	4	4
https://en.wikipedia.org/wiki/Ethnic_cleansing	4	4
https://en.wikipedia.org/wiki/Benny_Morris	4	4
https://en.wikipedia.org/wiki/Chaim_Weizmann	4	4
https://en.wikipedia.org/wiki/Paris_Peace_Conference_(1919%E2%80%931920)	4	4
https://en.wikipedia.org/wiki/Yishuv	4	4
https://en.wikipedia.org/wiki/Haj_Amin_al-Husseini	4	4
https://en.wikipedia.org/wiki/Palestinian_nationalism	4	4
https://en.wikipedia.org/wiki/1920_Nebi_Musa_riots	4	4
https://en.wikipedia.org/wiki/Jaffa_riots	4	4
https://en.wikipedia.org/wiki/Haganah	4	4
https://en.wikipedia.org/wiki/1929_Palestine_riots	4	4
https://en.wikipedia.org/wiki/1929_Hebron_massacre	4	4
https://en.wikipedia.org/wiki/1929_Palestine_riots#Safed_massacre,_29_August	4	4
https://en.wikipedia.org/wiki/1936%E2%80%9339_Arab_revolt_in_Palestine	4	4
https://en.wikipedia.org/wiki/Izz_ad-Din_al-Qassam	4	4
https://en.wikipedia.org/wiki/Jewish_Settlement_Police	4	4
https://en.wikipedia.org/wiki/Jewish_Supernumerary_Police	4	4
https://en.wikipedia.org/wiki/Special_Night_Squads	4	4
https://en.wikipedia.org/wiki/Peel_Commission	4	4
https://en.wikipedia.org/wiki/David_Ben-Gurion	4	4
https://en.wikipedia.org/wiki/White_Paper_of_1939	4	4
https://en.wikipedia.org/wiki/Port_of_Haifa	4	4
https://en.wikipedia.org/wiki/World_War_II	4	4
https://en.wikipedia.org/wiki/Palestine_Regiment	4	4
https://en.wikipedia.org/wiki/Italian_bombing_of_Mandatory_Palestine_in_World_War_II	4	4
https://en.wikipedia.org/wiki/Holocaust_survivors	4	4
https://en.wikipedia.org/wiki/Jewish_insurgency_in_Mandatory_Palestine	4	4
https://en.wikipedia.org/wiki/General_Assembly_of_the_United_Nations	4	4
https://en.wikipedia.org/wiki/Arab_Liberation_Army	4	4
https://en.wikipedia.org/wiki/Army_of_the_Holy_War	4	4
https://en.wikipedia.org/wiki/Abd_al-Qadir_al-Husayni	4	4
https://en.wikipedia.org/wiki/Hasan_Salama	4	4
https://en.wikipedia.org/wiki/Irgun	4	4
https://en.wikipedia.org/wiki/Lehi_(group)	4	4
https://en.wikipedia.org/wiki/1948_Palestinian_exodus	4	4
https://en.wikipedia.org/wiki/Green_Line_(Israel)	4	4
https://en.wikipedia.org/wiki/Declaration_of_the_Establishment_of_the_State_of_Israel	4	4
https://en.wikipedia.org/wiki/All-Palestine_Government	4	4
https://en.wikipedia.org/wiki/Suez_Crisis	4	4
https://en.wikipedia.org/wiki/Palestinian_Fedayeen	4	4
https://en.wikipedia.org/wiki/Reprisal_operations	4	4
https://en.wikipedia.org/wiki/United_Arab_Republic	4	4
https://en.wikipedia.org/wiki/Egyptian_occupation_of_the_Gaza_Strip	4	4
https://en.wikipedia.org/wiki/West_Bank	4	4
https://en.wikipedia.org/wiki/Golan_Heights	4	4
https://en.wikipedia.org/wiki/Sinai_Peninsula	4	4
https://en.wikipedia.org/wiki/War_of_Attrition	4	4
https://en.wikipedia.org/wiki/Battle_of_Karameh	4	4
https://en.wikipedia.org/wiki/Black_September_in_Jordan	4	4
https://en.wikipedia.org/wiki/Yom_Kippur_War	4	4
https://en.wikipedia.org/wiki/Palestinian_insurgency_in_South_Lebanon	4	4
https://en.wikipedia.org/wiki/Lebanese_Civil_War	4	4
https://en.wikipedia.org/wiki/Coastal_Road_massacre	4	4
https://en.wikipedia.org/wiki/Operation_Litani	4	4
https://en.wikipedia.org/wiki/Assassination_of_Yitzhak_Rabin	4	4
https://en.wikipedia.org/wiki/Far-right_politics_in_Israel	4	4
https://en.wikipedia.org/wiki/Palestinian_National_Security_Forces	4	4
https://en.wikipedia.org/wiki/Israel_Defense_Forces	4	4
https://en.wikipedia.org/wiki/Operation_Days_of_Penitence_Fatalities	4	4
https://en.wikipedia.org/wiki/Human_Rights_Watch	4	4
https://en.wikipedia.org/wiki/Non-governmental_organization	4	4
https://en.wikipedia.org/wiki/2006_Palestinian_legislative_election	4	4
https://en.wikipedia.org/wiki/2006%E2%80%9307_economic_sanctions_against_the_Palestinian_National_Authority	4	4
https://en.wikipedia.org/wiki/Battle_of_Gaza_(2007)	4	4
https://en.wikipedia.org/wiki/Blockade_of_the_Gaza_Strip	4	4
https://en.wikipedia.org/wiki/Cast_Lead	4	4
https://en.wikipedia.org/wiki/Thirty-seventh_government_of_Israel	4	4
https://en.wikipedia.org/wiki/2023_Hamas_attack_on_Israel	4	4
https://en.wikipedia.org/wiki/2023_Israel%E2%80%93Hamas_war_hostage_crisis	4	4
https://en.wikipedia.org/wiki/Airstrike	4	4
https://en.wikipedia.org/wiki/Israeli_invasion_of_the_Gaza_Strip_(2023%E2%80%93present)	4	4
https://en.wikipedia.org/wiki/Gaza_Strip_evacuations	4	4
https://en.wikipedia.org/wiki/South_Africa_v._Israel_(Genocide_Convention)	4	4
https://en.wikipedia.org/wiki/Allegations_of_genocide_in_the_2023_Israeli_attack_on_Gaza	4	4
https://en.wikipedia.org/wiki/International_Court_of_Justice	4	4
https://en.wikipedia.org/wiki/Spillover_of_the_Israel%E2%80%93Hamas_war	4	4
https://en.wikipedia.org/wiki/Israeli_incursions_in_the_West_Bank_during_the_2023_Israel%E2%80%93Hamas_war	4	4
https://en.wikipedia.org/wiki/Hezbollah	4	4
https://en.wikipedia.org/wiki/Israel%E2%80%93Hezbollah_conflict_(2023%E2%80%93present)	4	4
https://en.wikipedia.org/wiki/Attacks_on_U.S._bases_in_Iraq,_Jordan,_and_Syria_(2023%E2%80%93present)	4	4
https://en.wikipedia.org/wiki/Houthi_movement	4	4
https://en.wikipedia.org/wiki/Red_Sea_crisis	4	4
https://en.wikipedia.org/wiki/2024_missile_strikes_in_Yemen	4	4
https://en.wikipedia.org/wiki/February_2024_United_States_airstrikes_in_Iraq_and_Syria	4	4
https://en.wikipedia.org/wiki/Peace_movement	4	4
https://en.wikipedia.org/wiki/Flag_of_Israel	4	4
https://en.wikipedia.org/wiki/Palestinian_flag	4	4
https://en.wikipedia.org/wiki/Arabic_language	4	4
https://en.wikipedia.org/wiki/Hebrew_language	4	4
https://en.wikipedia.org/wiki/Yitzhak_Rabin	4	4
https://en.wikipedia.org/wiki/Yasser_Arafat	4	4
https://en.wikipedia.org/wiki/Ehud_Barak	4	4
https://en.wikipedia.org/wiki/Robert_Malley	4	4
https://en.wikipedia.org/wiki/Bill_Clinton	4	4
https://en.wikipedia.org/wiki/2000_Camp_David_Summit	4	4
https://en.wikipedia.org/wiki/Shlomo_Ben-Ami	4	4
https://en.wikipedia.org/wiki/George_J._Mitchell	4	4
https://en.wikipedia.org/wiki/Mitchell_Report_(Arab%E2%80%93Israeli_conflict)	4	4
https://en.wikipedia.org/wiki/The_Clinton_Parameters	4	4
https://en.wikipedia.org/wiki/Israeli_West_Bank_barrier	4	4
https://en.wikipedia.org/wiki/Bethlehem	4	4
https://en.wikipedia.org/wiki/Taba_Summit	4	4
https://en.wikipedia.org/wiki/Taba_(Egypt)	4	4
https://en.wikipedia.org/wiki/Likud	4	4
https://en.wikipedia.org/wiki/Ariel_Sharon	4	4
https://en.wikipedia.org/wiki/Road_map_for_peace	4	4
https://en.wikipedia.org/wiki/George_W._Bush	4	4
https://en.wikipedia.org/wiki/Mahmoud_Abbas	4	4
https://en.wikipedia.org/wiki/Aqaba	4	4
https://en.wikipedia.org/wiki/Abdullah_of_Saudi_Arabia	4	4
https://en.wikipedia.org/wiki/Beirut_Summit	4	4
https://en.wikipedia.org/wiki/2007_Arab_League_Summit	4	4
https://en.wikipedia.org/wiki/Road_Map_for_Peace	4	4
https://en.wikipedia.org/wiki/Palestinian_Authority	4	4
https://en.wikipedia.org/wiki/Barack_Obama	4	4
https://en.wikipedia.org/wiki/Islamist	4	4
https://en.wikipedia.org/wiki/Israel%E2%80%93United_Arab_Emirates_normalization_agreement	4	4
https://en.wikipedia.org/wiki/Bahrain%E2%80%93Israel_normalization_agreement	4	4
https://en.wikipedia.org/wiki/Ehud_Olmert	4	4
https://en.wikipedia.org/wiki/Benjamin_Netanyahu	4	4
https://en.wikipedia.org/wiki/Israel_and_apartheid	4	4
https://en.wikipedia.org/wiki/Crime_of_apartheid	4	4
https://en.wikipedia.org/wiki/Amnesty_International	4	4
https://en.wikipedia.org/wiki/Hebron	4	4
https://en.wikipedia.org/wiki/Israeli_settler_violence	4	4
https://en.wikipedia.org/wiki/The_Quartet	4	4
https://en.wikipedia.org/wiki/Military_Police_Corps_(Israel)	4	4
https://en.wikipedia.org/wiki/Lod	4	4
https://en.wikipedia.org/wiki/Shireen_Abu_Akleh	4	4
https://en.wikipedia.org/wiki/Allegations_of_war_crimes_against_Israel	4	4
https://en.wikipedia.org/wiki/Textbooks_in_the_Israeli%E2%80%93Palestinian_conflict	4	4
https://en.wikipedia.org/wiki/International_recognition_of_the_State_of_Palestine	4	4
https://en.wikipedia.org/wiki/Palestine_and_the_United_Nations	4	4
https://en.wikipedia.org/wiki/Palestine_194	4	4
https://en.wikipedia.org/wiki/Security_Council	4	4
https://en.wikipedia.org/wiki/UN_General_Assembly	4	4
https://en.wikipedia.org/wiki/Extremism	4	4
https://en.wikipedia.org/wiki/Political_dove	4	4
https://en.wikipedia.org/wiki/War_Hawk	4	4
https://en.wikipedia.org/wiki/Palestinian_political_violence	4	4
https://en.wikipedia.org/wiki/Western_Wall	4	4
https://en.wikipedia.org/wiki/Temple_Mount	4	4
https://en.wikipedia.org/wiki/Al-Aqsa_Mosque	4	4
https://en.wikipedia.org/wiki/CIA	4	4
https://en.wikipedia.org/wiki/Remote_sensing	4	4
https://en.wikipedia.org/wiki/Abrahamic_religions	4	4
https://en.wikipedia.org/wiki/Crucifixion_of_Jesus	4	4
https://en.wikipedia.org/wiki/Church_of_the_Holy_Sepulchre	4	4
https://en.wikipedia.org/wiki/Knesset	4	4
https://en.wikipedia.org/wiki/Supreme_Court_of_Israel	4	4
https://en.wikipedia.org/wiki/Jerusalem_Law	4	4
https://en.wikipedia.org/wiki/Dome_of_the_Rock	4	4
https://en.wikipedia.org/wiki/Qibli_Mosque	4	4
https://en.wikipedia.org/wiki/Mount_of_Olives	4	4
https://en.wikipedia.org/wiki/Joseph%27s_Tomb	4	4
https://en.wikipedia.org/wiki/Mihrab	4	4
https://en.wikipedia.org/wiki/Waqf	4	4
https://en.wikipedia.org/wiki/Western_Wall_Tunnel	4	4
https://en.wikipedia.org/wiki/Palestinian_refugee	4	4
https://en.wikipedia.org/wiki/United_Nations_Relief_and_Works_Agency_for_Palestine_Refugees_in_the_Near_East	4	4
https://en.wikipedia.org/wiki/Jordan	4	4
https://en.wikipedia.org/wiki/Syria	4	4
https://en.wikipedia.org/wiki/1949_Armistice_lines	4	4
https://en.wikipedia.org/wiki/Universal_Declaration_of_Human_Rights	4	4
https://en.wikipedia.org/wiki/UN_General_Assembly_Resolution_194	4	4
https://en.wikipedia.org/wiki/New_Historians	4	4
https://en.wikipedia.org/wiki/Balata_Camp	4	4
https://en.wikipedia.org/wiki/Refugee_camp	4	4
https://en.wikipedia.org/wiki/Law_of_Return	4	4
https://en.wikipedia.org/wiki/United_Nations_General_Assembly_Resolution_194	4	4
https://en.wikipedia.org/wiki/United_Nations_General_Assembly_Resolution_3236	4	4
https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_242	4	4
https://en.wikipedia.org/wiki/United_Nations_Security_Council	4	4
https://en.wikipedia.org/wiki/War_of_aggression	4	4
https://en.wikipedia.org/wiki/UNRWA	4	4
https://en.wikipedia.org/wiki/UNHCR	4	4
https://en.wikipedia.org/wiki/Arab_Higher_Committee	4	4
https://en.wikipedia.org/wiki/Causes_of_the_1948_Palestinian_exodus	4	4
https://en.wikipedia.org/wiki/Norman_Finkelstein	4	4
https://en.wikipedia.org/wiki/Jewish_exodus_from_Arab_and_Muslim_lands	4	4
https://en.wikipedia.org/wiki/Shatila_refugee_camp	4	4
https://en.wikipedia.org/wiki/Beirut	4	4
https://en.wikipedia.org/wiki/Palestinian_refugees	4	4
https://en.wikipedia.org/wiki/Efraim_Karsh	4	4
https://en.wikipedia.org/wiki/United_States_security_assistance_to_the_Palestinian_Authority	4	4
https://en.wikipedia.org/wiki/2010_Palestinian_militancy_campaign	4	4
https://en.wikipedia.org/wiki/Egged_(company)	4	4
https://en.wikipedia.org/wiki/2011_southern_Israel_cross-border_attacks	4	4
https://en.wikipedia.org/wiki/Islamic_Jihad_Movement_in_Palestine	4	4
https://en.wikipedia.org/wiki/Jihad	4	4
https://en.wikipedia.org/wiki/Al-Aqsa_Martyrs_Brigade	4	4
https://en.wikipedia.org/wiki/Palestinian_suicide_attacks	4	4
https://en.wikipedia.org/wiki/West_Bank_Barrier	4	4
https://en.wikipedia.org/wiki/Qassam_rocket	4	4
https://en.wikipedia.org/wiki/List_of_Palestinian_rocket_attacks_on_Israel	4	4
https://en.wikipedia.org/wiki/List_of_Palestinian_rocket_attacks_on_Israel,_2010	4	4
https://en.wikipedia.org/wiki/List_of_Palestinian_rocket_attacks_on_Israel,_2012	4	4
https://en.wikipedia.org/wiki/University_of_Haifa	4	4
https://en.wikipedia.org/wiki/Targeted_killing	4	4
https://en.wikipedia.org/wiki/House_demolition_in_the_Israeli%E2%80%93Palestinian_conflict	4	4
https://en.wikipedia.org/wiki/El_Al_Airlines	4	4
https://en.wikipedia.org/wiki/Air_France	4	4
https://en.wikipedia.org/wiki/Popular_Front_for_the_Liberation_of_Palestine	4	4
https://en.wikipedia.org/wiki/Operation_Entebbe	4	4
https://en.wikipedia.org/wiki/Munich_Massacre	4	4
https://en.wikipedia.org/wiki/1972_Summer_Olympics	4	4
https://en.wikipedia.org/wiki/Gaza_City	4	4
https://en.wikipedia.org/wiki/As-Sa%27iqa	4	4
https://en.wikipedia.org/wiki/Amal_Movement	4	4
https://en.wikipedia.org/wiki/War_of_the_Camps	4	4
https://en.wikipedia.org/wiki/Shin_Bet	4	4
https://en.wikipedia.org/wiki/Palestinian_Human_Rights_Monitoring_Group	4	4
https://en.wikipedia.org/wiki/Fatah%E2%80%93Hamas_conflict	4	4
https://en.wikipedia.org/wiki/Area_C_(West_Bank)	4	4
https://en.wikipedia.org/wiki/Oslo_II_Accord	4	4
https://en.wikipedia.org/wiki/Wye_River_Memorandum	4	4
https://en.wikipedia.org/wiki/Sharm_El_Sheikh_Memorandum	4	4
https://en.wikipedia.org/wiki/Water_supply_and_sanitation_in_the_Palestinian_territories	4	4
https://en.wikipedia.org/wiki/Water_politics_in_the_Jordan_River_basin	4	4
https://en.wikipedia.org/wiki/Structural_abuse	4	4
https://en.wikipedia.org/wiki/Water_resources	4	4
https://en.wikipedia.org/wiki/Aquifer	4	4
https://en.wikipedia.org/wiki/Hebron_Hills	4	4
https://en.wikipedia.org/wiki/Ma%27ale_Adumim	4	4
https://en.wikipedia.org/wiki/Israeli%E2%80%93Palestinian_Joint_Water_Committee	4	4
https://en.wikipedia.org/wiki/Food_and_Agriculture_Organization	4	4
https://en.wikipedia.org/wiki/Max_Gaylard	4	4
https://en.wikipedia.org/wiki/West_Bank#Status	4	4
https://en.wikipedia.org/wiki/Positions_on_Jerusalem	4	4
https://en.wikipedia.org/wiki/Status_of_territories_captured_by_Israel	4	4
https://en.wikipedia.org/wiki/Bil%27in	4	4
https://en.wikipedia.org/wiki/East_Jerusalem	4	4
https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_242#Interpretations	4	4
https://en.wikipedia.org/wiki/Ariel_(city)	4	4
https://en.wikipedia.org/wiki/Ariel_University	4	4
https://en.wikipedia.org/wiki/Arizona	4	4
https://en.wikipedia.org/wiki/WEU	4	4
https://en.wikipedia.org/wiki/International_law	4	4
https://en.wikipedia.org/wiki/International_law_and_Israeli_settlements#Article_2	4	4
https://en.wikipedia.org/wiki/International_law_and_Israeli_settlements#Article_49	4	4
https://en.wikipedia.org/wiki/Geneva_Convention	4	4
https://en.wikipedia.org/wiki/UN_Security_Council_Resolution_242	4	4
https://en.wikipedia.org/wiki/1949_armistice_lines	4	4
https://en.wikipedia.org/wiki/Bezalel_Smotrich	4	4
https://en.wikipedia.org/wiki/Israeli_Civil_Administration	4	4
https://en.wikipedia.org/wiki/Structural_violence	4	4
https://en.wikipedia.org/wiki/Laws_of_war	4	4
https://en.wikipedia.org/wiki/Collective_punishment	4	4
https://en.wikipedia.org/wiki/Military_Advocate_General	4	4
https://en.wikipedia.org/wiki/Oxfam	4	4
https://en.wikipedia.org/wiki/Gisha_(human_rights_organization)	4	4
https://en.wikipedia.org/wiki/Nahal_Oz	4	4
https://en.wikipedia.org/wiki/Ashdod	4	4
https://en.wikipedia.org/wiki/H%C3%BCrriyet	4	4
https://en.wikipedia.org/wiki/Gaza_flotilla_raid	4	4
https://en.wikipedia.org/wiki/2023_Israeli_blockade_of_the_Gaza_Strip	4	4
https://en.wikipedia.org/wiki/Yoav_Gallant	4	4
https://en.wikipedia.org/wiki/Economy_of_the_State_of_Palestine#Israeli–Palestinian_relations	4	4
https://en.wikipedia.org/wiki/Separation_barrier	4	4
https://en.wikipedia.org/wiki/The_Guardian	4	4
https://en.wikipedia.org/wiki/World_Bank	4	4
https://en.wikipedia.org/wiki/Economy_of_the_Palestinian_territories	4	4
https://en.wikipedia.org/wiki/Boycott,_Divestment,_and_Sanctions	4	4
https://en.wikipedia.org/wiki/Security_cooperation_between_Israel_and_the_Palestinian_Authority	4	4
https://en.wikipedia.org/wiki/Economy_of_the_State_of_Palestine	4	4
https://en.wikipedia.org/wiki/Avi_Mizrahi	4	4
https://en.wikipedia.org/wiki/Israel%E2%80%93Palestine_Liberation_Organization_letters_of_recognition	4	4
https://en.wikipedia.org/wiki/Oslo_peace_process	4	4
https://en.wikipedia.org/wiki/Al-Aqsa_Martyrs%27_Brigades	4	4
https://en.wikipedia.org/wiki/Palestinian_Legislative_Council	4	4
https://en.wikipedia.org/wiki/PLO_and_Hamas	4	4
https://en.wikipedia.org/wiki/Palestinian_Center_for_Policy_and_Survey_Research	4	4
https://en.wikipedia.org/wiki/Joe_Biden	4	4
https://en.wikipedia.org/wiki/Israeli_casualties_of_war	4	4
https://en.wikipedia.org/wiki/Palestinian_casualties_of_war	4	4
https://en.wikipedia.org/wiki/Stockholm_International_Peace_Research_Institute	4	4
https://en.wikipedia.org/wiki/B%27tselem	4	4
https://en.wikipedia.org/wiki/First_intifada	4	4
https://en.wikipedia.org/wiki/OCHAoPt	4	4
https://en.wikipedia.org/wiki/Office_for_the_Coordination_of_Humanitarian_Affairs	4	4
https://en.wikipedia.org/wiki/Israelis	4	4
https://en.wikipedia.org/wiki/International_Policy_Institute_for_Counter-Terrorism	4	4
https://en.wikipedia.org/wiki/Land_mine	4	4
https://en.wikipedia.org/wiki/Explosive_remnants_of_war	4	4
https://en.wikipedia.org/wiki/United_Nations_Mine_Action_Service	4	4
https://en.wikipedia.org/wiki/Gaza_War_(2008%E2%80%9309)	4	4
https://en.wikipedia.org/wiki/Palestinian_genocide_accusation	4	4
https://en.wikipedia.org/wiki/Outline_of_the_2023_Israel%E2%80%93Hamas_war	4	4
https://en.wikipedia.org/wiki/Bibliography_of_the_Arab%E2%80%93Israeli_conflict	4	4
https://en.wikipedia.org/wiki/Allon_Plan	4	4
https://en.wikipedia.org/wiki/Children_in_the_Israeli%E2%80%93Palestinian_conflict	4	4
https://en.wikipedia.org/wiki/History_of_the_State_of_Palestine	4	4
https://en.wikipedia.org/wiki/International_law_and_the_Arab%E2%80%93Israeli_conflict	4	4
https://en.wikipedia.org/wiki/Israel%E2%80%93Palestine_relations	4	4
https://en.wikipedia.org/wiki/Israeli_Committee_Against_House_Demolitions	4	4
https://en.wikipedia.org/wiki/Israeli%E2%80%93Lebanese_conflict	4	4
https://en.wikipedia.org/wiki/Israeli%E2%80%93Palestinian_conflict_in_Hebron	4	4
https://en.wikipedia.org/wiki/List_of_Middle_East_peace_proposals	4	4
https://en.wikipedia.org/wiki/List_of_modern_conflicts_in_the_Middle_East	4	4
https://en.wikipedia.org/wiki/OneVoice_Movement	4	4
https://en.wikipedia.org/wiki/Palestinian_rocket_attacks_on_Israel	4	4
https://en.wikipedia.org/wiki/Pan-Arabism	4	4
https://en.wikipedia.org/wiki/Peace_Now	4	4
https://en.wikipedia.org/wiki/Seeds_of_Peace	4	4
https://en.wikipedia.org/wiki/ISBN_(identifier)	4	4
https://en.wikipedia.org/wiki/Jeremy_Bowen	4	4
https://en.wikipedia.org/wiki/Simon_and_Schuster	4	4
https://en.wikipedia.org/wiki/B%27Tselem	4	4
https://en.wikipedia.org/wiki/Barron%27s	4	4
https://en.wikipedia.org/wiki/Agence_France_Presse	4	4
https://en.wikipedia.org/wiki/BBC_News	4	4
https://en.wikipedia.org/wiki/Government_of_Canada	4	4
https://en.wikipedia.org/wiki/Encyclop%C3%A6dia_Britannica	4	4
https://en.wikipedia.org/wiki/Encyclop%C3%A6dia_Britannica,_Inc.	4	4
https://en.wikipedia.org/wiki/Avraham_Sela	4	4
https://en.wikipedia.org/wiki/Wayback_Machine	4	4
https://en.wikipedia.org/wiki/Epigraph_(literature)	4	4
https://en.wikipedia.org/wiki/Alan_Dershowitz	4	4
https://en.wikipedia.org/wiki/The_Case_for_Peace	4	4
https://en.wikipedia.org/wiki/The_Israel_Democracy_Institute	4	4
https://en.wikipedia.org/wiki/ISSN_(identifier)	4	4
https://en.wikipedia.org/wiki/The_Times_of_Israel	4	4
https://en.wikipedia.org/wiki/Doi_(identifier)	4	4
https://en.wikipedia.org/wiki/EISSN_(identifier)	4	4
https://en.wikipedia.org/wiki/JSTOR_(identifier)	4	4
https://en.wikipedia.org/wiki/S2CID_(identifier)	4	4
https://en.wikipedia.org/wiki/James_L._Gelvin	4	4
https://en.wikipedia.org/wiki/Cambridge_University_Press	4	4
